"","name","dialog","scene","start","end","subs"
"595","!","Merry looks at his friend...realizing Frodo is in deep
trouble.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"596","MERRY","Right...Buckleberry Ferry...follow me !","ORTHANC ANTE-CHAMBER -- DAY",3371.9,3376.9,"Right. Bucklebury Ferry. Follow me."
"597","!","The Hobbits break cover. SUDDENLY, A RINGWRAITH bursts out of
the forest TOWARD THEM!
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"598","MERRY","There's another one!! Frodo, this way! !","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"599","!","The Hobbits run   THE RINGWRAITH SHRIEKS!



CONTINUED:


Black horse hooves... snarling horse mouths...a fleeting
black cowl.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"600","MERRY","This way! Follow me!","ORTHANC ANTE-CHAMBER -- DAY",3387.8,3389.7,"This way! Follow me!"
"601","!","EXT. BUCKLEBERRY FERRY -- NIGHT

FRODO, SAM, MERRY AND PIPPIN, are running towards the wide,
placid Brandywine river...and the FERRY.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"602","MERRY","Get the ropes, Sam.","ORTHANC ANTE-CHAMBER -- DAY",3407.7,3409.4,"Get the rope, Sam!"
"603","!","QUICK ANGLES: STOMPING HOOVES...SNARLING HORSES...

Four RINGWRAITHS are speeding through the Fog...converging on
the FERRY CROSSING. The HOBBITS stampede across the Wharf and
Tumble onto the Ferry.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"604","SAM","Frodo!","ORTHANC ANTE-CHAMBER -- DAY",3412.1,3413.6,"Frodo!"
"605","!","Frodo races across the Wooden Wharf, followed by the
ringwraiths. He leaps into the Ferry.

CLOSE ON: HOOVES THUNDER DOWN THE WOODEN WHARF!

Sam and Merry shove off with the poles...the ferry slides out
into the river, just as the ringwraiths arrive. They pull up
on the end of the wharf... shrieking with rage! The Hobbits
cover their ears. The Ringwraiths wheel their horses towards
the north and Gallop away along the river bank, quickly
disappearing into the fog.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"606","FRODO","How far to the nearest crossing?","ORTHANC ANTE-CHAMBER -- DAY",3438,3442,"- How far to the nearest crossing?"
"607","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"608","MERRY","The brandwine bridge...twenty miles.","ORTHANC ANTE-CHAMBER -- DAY",3438,3458.3,"- The Brandywine Bridge. 20 miles.  Come on."
"609","!","EXT. BREE GATE -- NIGHT


Lights of Bree...a small village of stone and half timbered
houses nestled against a low wooded hill.



CONTINUED:

A thick hedge surrounds the village...a great gate bars the
western entrance.


FRODO, SAM, MERRY AND PIPPIN approaching the gatehouse...wild
eyes, ragged, and out of breath.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"610","FRODO","Come on.","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"611","!","A SURLY GATEKEEPER glances down at them.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"612","GATEKEEPER","What do you want?","ORTHANC ANTE-CHAMBER -- DAY",3469.5,3472.8,"- What do you want?"
"613","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"614","FRODO","We're headed for the prancing pony.","ORTHANC ANTE-CHAMBER -- DAY",3469.5,3472.8,"- We're heading for the Prancing Pony."
"615","!","The gatekeeper swings his lantern onto the hobbits, bathing
them in an uncomfortable yellow spotlight.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"616","GATEKEEPER","Hobbits! Four Hobbits, and what's more, out of the Shire by your talk. What business brings you to Bree?","ORTHANC ANTE-CHAMBER -- DAY",3469.5,3483.2," Hobbits. Four hobbits! What's more, out of the Shire by your talk. What business brings you to Bree?"
"617","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"618","FRODO","We wish to stay at the inn...our business is our own.","ORTHANC ANTE-CHAMBER -- DAY",3483.9,3486.9,"We wish to stay at the inn. Our business is our own."
"619","!","To Frodo's relief, the Gatekeeper unlocks the gate.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"620","GATEKEEPER","All right, young sir, I meant no offense.","ORTHANC ANTE-CHAMBER -- DAY",3488.1,3490.5,"All right young sir, I meant no offense."
"621","!","The Hobbits gratefully enter Bree...the gatekeeper eyeing
them curiously in the lantern light.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"622","GATEKEEPER","It's my job to ask questions after nightfall. There's talk of strange fold abroad...can't be too careful.","ORTHANC ANTE-CHAMBER -- DAY",3490.8,3498.7,"It's my job to ask questions after nightfall. There's talk of strange folk abroad. Can't be too careful."
"623","!","EXT. BREE STREETS -- NIGHT

The tall BREE FOLK loom over the nervous little hobbits as
Frodo, Sam, Merry and Pippin make their way through the
Narrow Streets. Tall buildings tower above them...lights
glow dimly from behind thick curtains.





CONTINUED:

Close on: The sign of the ""PRANCING PONY INN""...Frodo, Sam,
Merry, and Pippin hurry toward it.


INT. ""PRANCING PONY"" RECEPTION -- NIGHT

Frodo, Sam, Merry and Pippin come rushing in.   Frodo attracts
the INN KEEPERS'S attention.
","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"624","FRODO","Excuse me.","""PRANCING PONY"" RECEPTION -- NIGHT",3546,3547.5,"Excuse me."
"625","!","","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"626","BUTTERBUR","Good evening, little masters. If you're looking for accommodation, we've got some nice, cozy Hobbit sized rooms available. Always proud to cater to little folk, Mister...?","""PRANCING PONY"" RECEPTION -- NIGHT",3548.6,3562.4,"Good evening, little masters. What can I do for you? If you're looking for accommodation, we've got some nice cozy hobbit-sized rooms available. Always proud to cater to little folk, Mister...?"
"627","!","","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"628","FRODO","Underhill...my name's Underhill.","""PRANCING PONY"" RECEPTION -- NIGHT",3563.6,3565.6,"Underhill. My name's Underhill."
"629","!","","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"630","BUTTERBUR","Underhill, yeah.","""PRANCING PONY"" RECEPTION -- NIGHT",3567,3569.4,"- Underhill, yeah."
"631","!","","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"632","FRODO","We're friends of Gandalf the Grey...can you tell him we've arrived?","""PRANCING PONY"" RECEPTION -- NIGHT",3567,3572.7,"- We're friends of Gandalf the Grey.  - Can you tell him we've arrived?"
"633","!","BUTTERBUR frowns...
","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"634","BUTTERBUR","Gandalf...Gandalf... Oh yes! I remember...elderly chap...big grey beard...pointy hat?","""PRANCING PONY"" RECEPTION -- NIGHT",3569.7,3583,"- Gandalf?  Gandalf. Oh, yes... ...I remember. Elderly chap. Big grey beard, pointy hat."
"635","!","Frodo nods with relief...Butterbur shakes his head.
","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"636","BUTTERBUR","Not seen him for six months.","""PRANCING PONY"" RECEPTION -- NIGHT",3583.4,3585.2,"Not seen him for six months."
"637","!","Frodo is shocked.
","""PRANCING PONY"" RECEPTION -- NIGHT",0,0,""
"638","SAM","What do we do now?","""PRANCING PONY"" RECEPTION -- NIGHT",3592.1,3593.4,"What do we do now?"
"639","!","INT. PRANCING PONY INN -- NIGHT

Wide on: the noise, smokey Inn. It is dimly lit, cheifly
from a blazing log fire...and crowded with a mixture of BIG
FOLK, LOCAL HOBBITS, and a couple of dwarfs. Frodo, Sam,
Merry and Pippin are sitting at a table against the wall...
clearly trying to remain Quiet and inconspicuous... Sam can't
help himself...he keeps casting nervous glances around.


CONTINUED:

","PRANCING PONY INN -- NIGHT",0,0,""
"640","FRODO","Sam, he'll be here.    He'll come.","PRANCING PONY INN -- NIGHT",3600.6,3603.8,"Sam... ...he'll be here. He'll come."
"641","!","Merry ploinks himself down at a table, carrying a very large
mug of beer.
","PRANCING PONY INN -- NIGHT",0,0,""
"642","PIPPIN","What's that?","PRANCING PONY INN -- NIGHT",3611.2,3612.8,"What's that?"
"643","!","","PRANCING PONY INN -- NIGHT",0,0,""
"644","MERRY","This, my friend, is a pint.","PRANCING PONY INN -- NIGHT",3613,3615.4,"This, my friend, is a pint."
"645","!","","PRANCING PONY INN -- NIGHT",0,0,""
"646","PIPPIN","It comes in pints?    I'm getting one!","PRANCING PONY INN -- NIGHT",3615.8,3621.2,"It comes in pints? - I'm getting one."
"647","!","Sam watches Pippin rise unsteadily to his feet and head to
the bar.
","PRANCING PONY INN -- NIGHT",0,0,""
"648","SAM","You've had a whole half already.","PRANCING PONY INN -- NIGHT",3617.7,3621.2,"- You got a whole half already!"
"649","!","Merry watches Pippin go.

A COUPLE OF SWARTHY MEN leaning against the bar glance at
Frodo, then quickly look away.
","PRANCING PONY INN -- NIGHT",0,0,""
"650","SAM","That fellow's done nothing but stare at you since we've arrived.","PRANCING PONY INN -- NIGHT",3617.7,3631.4," That fellow's done nothing but stare at you since we arrived."
"651","!","Sam indicates a BROODING STRANGER who sits alone at a table
in the far corner, smoking a curiously carved long stemmed
pipe, peering from beneath a travel stained cowl with
gleaming eyes. Frodo gestures to Butterbur...
","PRANCING PONY INN -- NIGHT",0,0,""
"652","FRODO","Excuse me, that man in the corner, who is he?","PRANCING PONY INN -- NIGHT",3635.2,3641.3,"Excuse me. That man in the corner. Who is he?"
"653","!","","PRANCING PONY INN -- NIGHT",0,0,""
"654","BUTTERBUR","He's one of them Rangers; they're dangerous folk they are, wandering the wilds. What his right name is, I never heard, but round here he's known as Strider.","PRANCING PONY INN -- NIGHT",3642.7,3651.6,"He's one of them Rangers. They're dangerous folk they are, wandering the wilds. What his right name is, I've never heard, but 'round here he's known as Strider."
"655","!","","PRANCING PONY INN -- NIGHT",0,0,""
"656","FRODO","Strider.","PRANCING PONY INN -- NIGHT",3654.1,3655.3,"Strider."
"657","!","BENEATH TABLE: FRODO'S fingers are nervously TOYING WITH THE
RING.




CLOSE ON: FRODO

Sweat runs down his brow.   The Strange hum of the Ring spills
into the Soundtrack.

""Baggins...Baggins..."" a creepy whisper seems to fill Frodo's
head...sound that dissolves into Pippin's loud voice:
","PRANCING PONY INN -- NIGHT",0,0,""
"658","PIPPIN","Baggins? Sure, I know a Baggins...he's over there...","PRANCING PONY INN -- NIGHT",3688.7,3693.9,"Baggins? Sure, I know a Baggins. He's over there."
"659","!","ANGLE ON: PIPPIN

sitting at the bar, chatting with Locals.   Frodo leaps to his
feet and pushes his way towards the bar.
","PRANCING PONY INN -- NIGHT",0,0,""
"660","PIPPIN","Frodo Baggins. He's my second cousin once removed, on his mother's side and my third cousin twice removed...","PRANCING PONY INN -- NIGHT",3694.1,3700.5,"Frodo Baggins. He's my second cousin, once removed on his mother's side... ...and my third cousin, twice removed...."
"661","!","Frodo grabs Pippin's sleeve, spilling his beer.
","PRANCING PONY INN -- NIGHT",0,0,""
"662","FRODO","Pippin!","PRANCING PONY INN -- NIGHT",3705.1,3706.8,"- Pippin!"
"663","!","","PRANCING PONY INN -- NIGHT",0,0,""
"664","PIPPIN","Steady on, Frodo!","PRANCING PONY INN -- NIGHT",3705.1,3706.8,"- Steady on, Frodo."
"665","!","Pippin pushes Frodo away...he stumbles backwards, and falls
to the floor. At that instant, the Inn goes silent and all
the attention turns to Frodo...


The ring...in agonizing Slow motion we watch as it seems to
hang in the air for a split second...then crashes down onto
his out stretched finger. FRODO VANISHES! There is a sharp
intake of breath...followed by total silence.


EXT. BREE COUNTRYSIDE -- NIGHT

The RINGWRAITHS turn sharply in their saddles...Instantly
aware that the ring is being worn. They spur their horses
towards the distant lights of Bree.




INT. ""PRANCING PONY"" INN -- NIGHT

Sam looks sick; Pippin instantly sobers, realizing his folly;
the brooding stranger frowns...and the inn erupts into
excited babble.



FRODO: as he finds himself in the TWILIGHT WORLD of the ring:
THE EXCITED CROWD ARE suddenly moving in slow
motion...distorted voices...a weird photographic negative
quality. FRODO is moving in real time; against the slow
motion background. He suddenly clutches his head as he is
hit with quick images...of a GREAT EYE! AN EVIL CAT-LIKE
EYE, wreathed in flames.

VOICE OF SAURON

There is no life here in the void...only cold...only death...
FRODO is terrified! He rolls under a table, desperately
pulling the ring from his finger. FRODO MATERIALIZES into the
real world. AT THAT MOMENT: A LARGE HAND reaches under the
table and Grabs Frodo by the collar, and DRAGS HIM AWAY!


INT. PRANCING PONY--CORRIDOR -- NIGHT

Frodo is roughly pushed against the wall.    The Brooding
stranger looms over him.
","PRANCING PONY--CORRIDOR -- NIGHT",0,0,""
"666","STRIDER","You draw far too much attention to yourself...Mr. Underhill","PRANCING PONY--CORRIDOR -- NIGHT",3705.1,3766.5," You draw far too much attention to yourself, ""Mr. Underhill."""
"667","!","INT. HOBBIT'S ROOM, PRANCING PONY -- NIGHT

Frodo is pushed into the Hobbit's room by Strider.
","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"668","FRODO","What do you want?","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3771.4,3772.3,"What do you want?"
"669","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"670","STRIDER","A little more caution from you...that is no trinket you carry.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3772.6,3774.6,"A little more caution from you. That is no trinket you carry."
"671","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"672","FRODO","I carry nothing.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3775.1,3778,"- I carry nothing."
"673","!","CONTINUED:

","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"674","STRIDER","Indeed? I can usually avoid being seen if I wish, but to disappear entirely... that is a rare gift.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3775.1,3784.6,"- Indeed.  I can avoid being seen if I wish... ...but to disappear entirely, that is a rare gift."
"675","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"676","FRODO","Who are you?","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3785.3,3787.8,"- Who are you?"
"677","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"678","STRIDER","Are you frightened?","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3785.3,3787.8,"- Are you frightened?"
"679","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"680","FRODO","Yes.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3785.3,3790.1," Yes."
"681","!","","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"682","STRIDER","Not nearly frightened enough. I know what hunts you.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3790.3,3794.1,"Not nearly frightened enough. I know what hunts you."
"683","!","Frodo jumps at the sound of a noise in the corridor.
Strider deftly draws his sword.

The door bursts open and Sam, Merry and Pippin appear on the
doorway. Sam is Squaring off with is fists, Merry brandishes
a candlestick, and Pippin a chair.
","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"684","SAM","Let him go or I'll have you, Longshanks!","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3798.2,3800.6,"Let him go! Or I'll have you, Longshanks."
"685","!","STRIDER SHEATHS his sword, a slight smile playing on his
lips.
","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",0,0,""
"686","STRIDER","You have a stout heart, little Hobbit, but that alone won't save you...You can no longer wait for the Wizard, Frodo. They're coming.","HOBBIT'S ROOM, PRANCING PONY -- NIGHT",3802.5,3810.9,"You have a stout heart, little hobbit. But that will not save you. You can no longer wait for the wizard, Frodo. They're coming."
"687","!","EXT. GATEHOUSE, BREE -- NIGHT

The gate keeper comes out of his Lodgings with a lantern...a
look of fear on his face. He approaches the closed gate with
great apprehension. CLOSE ON: The Gatekeeper peers out of his
Peephole.

CRASH!!

The gate crashed down on the gatekeeper...as four RINGWRAITHS
ride into Bree!




EXT. BREE STREETS -- NIGHT

The four RINGWRAITHS fly done the empty streets, like
horsemen of the apocalypse.

INT. PRANCING PONY INN -- NIGHT

LOW ANGLE: the front door FLIES OPEN. The FOUR RINGWRAITHS
rush into the PRANCING PONY with WICKED SWORDS DRAWN. CLOSE
ON: BUTTERBUR hiding behind his bar... trembling and sweating
in TERROR.

INT. HOBBIT'S ROOM, PRANCING PONY -- NIGHT

INSERT: MERRY SNORING SOFTLY ON HIS PILLOW.

INSERT: PIPPIN stirs slightly, then settles back to sleep.
WIDE ON: the door creaks open...THE FOUR RINGWRAITHS silently
slide into the Hobbit's room. The LOOM above each bed,
raising their SHINING SWORDS ABOVE THE SLEEPING HOBBITS.
QUICK INSERT: Sam's eyes open wide. In unison, the RINGWRAITS
STAB THE HOBBITS, in a Slashing, hacking frenzy.

INT. STRIDER'S ROOM -- NIGHT

Strider is grimly listening to the sounds from his room.

INT. HOBBIT'S ROOM, PRANCING PONY -- NIGHT

Wide on: the RINGWRAITHS step back from the slashed beds in
triumph. CLOSE ON: a hacked blanket is pulled back to reveal
nothing but a shredded pillow. The RINGWRAITHS SHRIEK WITH
RAGE!! INSERTS: Sam sits up with a start! Close on: Another
shredded pillow is revealed! More Shrieks of rage. INSERT:
PIPPIN AND MERRY wake with a start.


INT. STRIDER'S ROOM -- NIGHT

WIDE ON: Sam, Merry, and Pippin have been sleeping on
Strider's bed. Frodo stands next to Strider by the window,
peering out nervously as furious Ringwraith screeches echo
across the courtyard from the Hobbits room.
","STRIDER'S ROOM -- NIGHT",0,0,""
