"","scene","person","script","place","daytime","emo","hero"
"311",22,"BANNER/HULK","SHIELD. How did they find me?"," SLUMS ","NIGHT","negative","alter ego"
"312",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"313",22,"NATASHA/BLACK WIDOW","We never lost you, doctor. We've kept"," SLUMS ","NIGHT","negative","alter ego"
"314",22,"NATASHA/BLACK WIDOW","our distance, even helped keep some"," SLUMS ","NIGHT","negative","alter ego"
"315",22,"NATASHA/BLACK WIDOW","other interested parties off your"," SLUMS ","NIGHT","negative","alter ego"
"316",22,"NATASHA/BLACK WIDOW","scent."," SLUMS ","NIGHT","negative","alter ego"
"317",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"318",22,"BANNER/HULK","Why?"," SLUMS ","NIGHT","negative","alter ego"
"319",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"320",22,"NATASHA/BLACK WIDOW","Nick Fury seems to trust you. But now I"," SLUMS ","NIGHT","negative","alter ego"
"321",22,"NATASHA/BLACK WIDOW","need you to come in."," SLUMS ","NIGHT","negative","alter ego"
"322",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"323",22,"BANNER/HULK","What if I said no?"," SLUMS ","NIGHT","negative","alter ego"
"324",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"325",22,"NATASHA/BLACK WIDOW","I'll persuade you."," SLUMS ","NIGHT","negative","alter ego"
"326",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"327",22,"BANNER/HULK","And what if the... other guy says no?"," SLUMS ","NIGHT","negative","alter ego"
"328",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"329",22,"NATASHA/BLACK WIDOW","You've been more than a year without an"," SLUMS ","NIGHT","negative","alter ego"
"330",22,"NATASHA/BLACK WIDOW","incident. I don't think you wanna break"," SLUMS ","NIGHT","negative","alter ego"
"331",22,"NATASHA/BLACK WIDOW","that streak."," SLUMS ","NIGHT","negative","alter ego"
"332",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"333",22,"BANNER/HULK","I don't always get what I want."," SLUMS ","NIGHT","negative","alter ego"
"334",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"335",22,"NATASHA/BLACK WIDOW","Doctor, we're facing a potential global"," SLUMS ","NIGHT","negative","alter ego"
"336",22,"NATASHA/BLACK WIDOW","catastrophe."," SLUMS ","NIGHT","negative","alter ego"
"337",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"338",22,"BANNER/HULK","Well, those I actively try to avoid."," SLUMS ","NIGHT","negative","alter ego"
"339",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"340",22,"NATASHA/BLACK WIDOW","This is the Tesseract. It has the"," SLUMS ","NIGHT","negative","alter ego"
"341",22,"NATASHA/BLACK WIDOW","potential energy to wipe out the"," SLUMS ","NIGHT","negative","alter ego"
"342",22,"NATASHA/BLACK WIDOW","planet."," SLUMS ","NIGHT","negative","alter ego"
"343",22,"NATASHA/BLACK WIDOW","She shows him a photo of the Tesseract on her cell phone. Banner"," SLUMS ","NIGHT","negative","alter ego"
"344",22,"NATASHA/BLACK WIDOW","takes a closer look."," SLUMS ","NIGHT","negative","alter ego"
"345",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"346",22,"BANNER/HULK","What does Fury want me to do? Swallow"," SLUMS ","NIGHT","negative","alter ego"
"347",22,"BANNER/HULK","it?"," SLUMS ","NIGHT","negative","alter ego"
"348",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"349",22,"NATASHA/BLACK WIDOW","Well, he wants you to find it. It's"," SLUMS ","NIGHT","negative","alter ego"
"350",22,"NATASHA/BLACK WIDOW","been taken. It emits a gamma signature"," SLUMS ","NIGHT","negative","alter ego"
"351",22,"NATASHA/BLACK WIDOW","that's too weak for us to trace."," SLUMS ","NIGHT","negative","alter ego"
"352",22,"NATASHA/BLACK WIDOW","There's no one that knows gamma"," SLUMS ","NIGHT","negative","alter ego"
"353",22,"NATASHA/BLACK WIDOW","radiation like you do. If there was,"," SLUMS ","NIGHT","negative","alter ego"
"354",22,"NATASHA/BLACK WIDOW","that's where I'd be."," SLUMS ","NIGHT","negative","alter ego"
"355",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"356",22,"BANNER/HULK","So Fury isn't after the monster?"," SLUMS ","NIGHT","negative","alter ego"
"357",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"358",22,"NATASHA/BLACK WIDOW","Not that he's told me."," SLUMS ","NIGHT","negative","alter ego"
"359",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"360",22,"BANNER/HULK","And he tells you everything?"," SLUMS ","NIGHT","negative","alter ego"
"361",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"362",22,"NATASHA/BLACK WIDOW","Talk to Fury, he needs you on this."," SLUMS ","NIGHT","negative","alter ego"
"363",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"364",22,"BANNER/HULK","He needs me in a cage?"," SLUMS ","NIGHT","negative","alter ego"
"365",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"366",22,"NATASHA/BLACK WIDOW","No one's gonna put you in a..."," SLUMS ","NIGHT","negative","alter ego"
"367",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"368",22,"BANNER/HULK","STOP LYING TO ME!"," SLUMS ","NIGHT","negative","alter ego"
"369",22,"BANNER/HULK","The THUNDEROUS TONE in is voice makes Natasha QUICKLY grab her"," SLUMS ","NIGHT","negative","alter ego"
"370",22,"BANNER/HULK","gun and point it at him, but something is now OFF in the"," SLUMS ","NIGHT","negative","alter ego"
"371",22,"BANNER/HULK","atmosphere. Banner stands straight up, smiling."," SLUMS ","NIGHT","negative","alter ego"
"372",22,"BANNER/HULK","BANNER"," SLUMS ","NIGHT","negative","alter ego"
"373",22,"BANNER/HULK","I'm sorry, that was mean. I just wanted"," SLUMS ","NIGHT","negative","alter ego"
"374",22,"BANNER/HULK","to see what you'd do. Why don't we do"," SLUMS ","NIGHT","negative","alter ego"
"375",22,"BANNER/HULK","this the easy way, where you don't use"," SLUMS ","NIGHT","negative","alter ego"
"376",22,"BANNER/HULK","that, and the other guy doesn't make a"," SLUMS ","NIGHT","negative","alter ego"
"377",22,"BANNER/HULK","mess? Okay? Natasha..."," SLUMS ","NIGHT","negative","alter ego"
"378",22,"BANNER/HULK","Natasha, still wary, doesn't lower her gun. She lowers her gun"," SLUMS ","NIGHT","negative","alter ego"
"379",22,"BANNER/HULK","and speaks into her earpiece."," SLUMS ","NIGHT","negative","alter ego"
"380",22,"NATASHA/BLACK WIDOW","NATASHA"," SLUMS ","NIGHT","negative","alter ego"
"381",22,"NATASHA/BLACK WIDOW","Stand down. We're good here."," SLUMS ","NIGHT","negative","alter ego"
"382",24,"BANNER/HULK","BANNER"," LITTLE GIRL'S SHACK ","NIGHT","fear","alter ego"
"383",24,"BANNER/HULK","Just you and me?"," LITTLE GIRL'S SHACK ","NIGHT","fear","alter ego"
"384",24,"BANNER/HULK","Natasha fidgets now that she exposed her guard down."," LITTLE GIRL'S SHACK ","NIGHT","fear","alter ego"
"385",25,"NICK FURY","NICK FURY"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"386",25,"NICK FURY","You ever been in a war, Councilman? In"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"387",25,"NICK FURY","a firefight? Did you feel an"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"388",25,"NICK FURY","overabundance of control?"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"389",25,"NICK FURY","WORLD SECURITY COUNCIL #1"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"390",25,"NICK FURY","You saying that this Asgard has"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
"391",25,"NICK FURY","declared war on our planet?"," SHIELD ANALYTICAL ROOM ","NIGHT","negative","hero"
